price,brand,model,year,title_status,color,state,country,condition,km
19400,dodge,caravan,2019,clean vehicle,black,minnesota, usa,14 hours left,23988.82204
17300,dodge,caravan,2019,clean vehicle,black,minnesota, usa,14 hours left,55372.56138
16700,dodge,journey,2019,clean vehicle,orange,minnesota, usa,14 hours left,29046.97766
19100,dodge,caravan,2019,clean vehicle,white,minnesota, usa,14 hours left,29180.55288
11100,dodge,door,2013,clean vehicle,black,illinois, usa,21 hours left,175701.30384
32000,dodge,durango,2019,clean vehicle,black,minnesota, usa,14 hours left,40967.35904
16900,dodge,caravan,2019,clean vehicle,silver,minnesota, usa,14 hours left,61758.4225
18000,dodge,charger,2017,clean vehicle,blue,massachusetts, usa,6 days left,64038.85728
17800,dodge,caravan,2019,clean vehicle,white,minnesota, usa,14 hours left,48928.76402
18000,dodge,caravan,2019,clean vehicle,white,minnesota, usa,14 hours left,45467.07368
17500,dodge,caravan,2019,clean vehicle,white,minnesota, usa,14 hours left,51344.38336
14500,dodge,caravan,2018,clean vehicle,silver,nevada, usa,2 days left,39164.89824
18500,dodge,caravan,2019,clean vehicle,silver,minnesota, usa,14 hours left,38561.39574
18600,dodge,caravan,2019,clean vehicle,silver,minnesota, usa,14 hours left,36884.46346
32000,dodge,durango,2019,clean vehicle,red,minnesota, usa,14 hours left,36794.34042
17000,dodge,caravan,2019,clean vehicle,black,minnesota, usa,14 hours left,62469.75078
16000,dodge,caravan,2019,clean vehicle,white,minnesota, usa,14 hours left,78622.69636
18000,dodge,caravan,2019,clean vehicle,white,minnesota, usa,14 hours left,43915.66992
15900,dodge,charger,2020,clean vehicle,orange,pennsylvania, usa,2 days left,8503.75256
24000,dodge,door,2012,clean vehicle,white,mississippi, usa,21 hours left,142489.35426
20800,dodge,van,2013,clean vehicle,gold,nevada, usa,2 days left,54297.52226
18500,dodge,door,2012,clean vehicle,white,mississippi, usa,21 hours left,162570.69878
18300,dodge,challenger,2019,clean vehicle,black,pennsylvania, usa,2 days left,22379.48204
21000,dodge,charger,2019,clean vehicle,gray,pennsylvania, usa,3 days left,33154.01334
11900,dodge,charger,2019,clean vehicle,gray,pennsylvania, usa,2 days left,37692.35214
26800,dodge,durango,2019,clean vehicle,gray,pennsylvania, usa,2 days left,34293.42606
21000,dodge,caravan,2019,clean vehicle,white,pennsylvania, usa,2 days left,16656.669
33500,dodge,durango,2019,clean vehicle,white,pennsylvania, usa,3 days left,13848.3707
21000,dodge,caravan,2019,clean vehicle,gray,pennsylvania, usa,2 days left,16366.9878
26800,dodge,durango,2019,clean vehicle,silver,pennsylvania, usa,2 days left,35843.220479999996
18500,dodge,challenger,2019,clean vehicle,green,pennsylvania, usa,2 days left,43482.75746
33000,dodge,durango,2019,clean vehicle,white,pennsylvania, usa,3 days left,17590.0862
11000,dodge,caravan,2019,clean vehicle,silver,texas, usa,2 days left,118370.17568
15800,dodge,caravan,2019,clean vehicle,blue,pennsylvania, usa,2 days left,59717.77938
16300,dodge,caravan,2019,clean vehicle,white,pennsylvania, usa,2 days left,59534.31462
12800,dodge,caravan,2019,clean vehicle,no_color,pennsylvania, usa,2 days left,54041.6372
18300,dodge,journey,2019,clean vehicle,silver,pennsylvania, usa,2 days left,16812.77498
16000,dodge,charger,2019,clean vehicle,silver,illinois, usa,19 hours left,16461.93886
21000,dodge,caravan,2019,clean vehicle,gray,pennsylvania, usa,3 days left,10088.95246
33000,dodge,durango,2019,clean vehicle,gray,illinois, usa,2 days left,17108.89354
14700,dodge,caravan,2019,clean vehicle,silver,pennsylvania, usa,2 days left,71424.11854
33000,dodge,durango,2019,clean vehicle,silver,illinois, usa,2 days left,22466.3864
15900,dodge,caravan,2019,clean vehicle,white,pennsylvania, usa,2 days left,22612.83634
33000,dodge,durango,2019,clean vehicle,gray,illinois, usa,2 days left,33474.272
33000,dodge,durango,2019,clean vehicle,gray,illinois, usa,2 days left,14279.67382
32500,dodge,durango,2019,clean vehicle,black,illinois, usa,2 days left,24947.98868
33000,dodge,durango,2019,clean vehicle,silver,illinois, usa,2 days left,15560.70846
13000,dodge,caravan,2018,clean vehicle,black,virginia, usa,8 days left,81871.95382
33000,dodge,durango,2019,clean vehicle,white,illinois, usa,2 days left,22719.052779999998
16500,dodge,charger,2019,clean vehicle,red,illinois, usa,19 hours left,75349.2988
33000,dodge,durango,2019,clean vehicle,gray,illinois, usa,2 days left,11662.88698
34500,dodge,challenger,2017,clean vehicle,red,north carolina, usa,Listing Expired,65968.45594
33500,dodge,durango,2019,clean vehicle,white,illinois, usa,2 days left,14521.07482
48000,dodge,durango,2018,clean vehicle,white,pennsylvania, usa,3 days left,12950.358979999999
54500,dodge,durango,2019,clean vehicle,red,illinois, usa,2 days left,6382.64244
13200,dodge,caravan,2018,clean vehicle,silver,pennsylvania, usa,3 days left,66005.47076
31500,dodge,durango,2018,clean vehicle,white,illinois, usa,2 days left,33646.47138
17400,dodge,durango,2017,clean vehicle,red,illinois, usa,2 days left,144510.6853
26000,dodge,durango,2017,clean vehicle,white,illinois, usa,2 days left,91986.65572
11000,dodge,door,2013,clean vehicle,white,illinois, usa,2 days left,135145.93584
21000,dodge,charger,2018,clean vehicle,gray,texas, usa,10 days left,20203.65436
15800,dodge,caravan,2019,clean vehicle,silver,michigan, usa,21 hours left,45122.67492
16900,dodge,journey,2019,clean vehicle,red,michigan, usa,21 hours left,42877.64562
25000,dodge,durango,2019,clean vehicle,white,michigan, usa,21 hours left,58140.62618
18000,dodge,door,2019,salvage insurance,black,massachusetts, usa,3 days left,32159.44122
15600,dodge,caravan,2019,clean vehicle,black,michigan, usa,21 hours left,48161.10884
23800,dodge,durango,2019,clean vehicle,white,north carolina, usa,2 days left,59143.245
16800,dodge,journey,2019,clean vehicle,black,michigan, usa,21 hours left,43954.29408
22700,dodge,durango,2019,clean vehicle,white,north carolina, usa,2 days left,79783.0305
23300,dodge,challenger,2019,clean vehicle,red,north carolina, usa,2 days left,48729.20586
23500,dodge,challenger,2019,clean vehicle,white,north carolina, usa,2 days left,41561.2055
25500,dodge,durango,2019,clean vehicle,silver,north carolina, usa,2 days left,52261.70716
21800,dodge,challenger,2019,clean vehicle,white,north carolina, usa,2 days left,49221.6639
22800,dodge,durango,2019,clean vehicle,gray,north carolina, usa,2 days left,58262.93602
18200,dodge,caravan,2019,clean vehicle,red,michigan, usa,21 hours left,47639.68268
23500,dodge,challenger,2019,clean vehicle,red,north carolina, usa,2 days left,46170.35526
25700,dodge,durango,2019,clean vehicle,charcoal,north carolina, usa,2 days left,50608.91498
15700,dodge,caravan,2019,clean vehicle,white,north carolina, usa,2 days left,63002.44232
17500,dodge,journey,2018,clean vehicle,silver,michigan, usa,21 hours left,53904.8433
15700,dodge,caravan,2019,clean vehicle,white,north carolina, usa,2 days left,56767.85916
16500,dodge,caravan,2018,clean vehicle,white,indiana, usa,21 hours left,78447.2783
16100,dodge,caravan,2019,clean vehicle,red,north carolina, usa,2 days left,50367.51398
15600,dodge,caravan,2019,clean vehicle,charcoal,north carolina, usa,2 days left,62353.8783
15400,dodge,caravan,2019,clean vehicle,gray,north carolina, usa,2 days left,60678.55536
28200,dodge,durango,2017,clean vehicle,white,michigan, usa,21 hours left,43548.7404
15300,dodge,caravan,2019,clean vehicle,no_color,north carolina, usa,2 days left,64376.81868
15900,dodge,caravan,2019,clean vehicle,red,north carolina, usa,2 days left,56214.2462
17700,dodge,door,2016,clean vehicle,gray,indiana, usa,21 hours left,36794.34042
15800,dodge,caravan,2019,clean vehicle,white,north carolina, usa,2 days left,59346.02184
15900,dodge,caravan,2019,clean vehicle,charcoal,north carolina, usa,2 days left,55142.42576
25300,dodge,charger,2019,clean vehicle,red,new mexico, usa,21 hours left,28187.5901
16300,dodge,caravan,2019,clean vehicle,silver,north carolina, usa,2 days left,43566.44314
29500,dodge,durango,2019,clean vehicle,gray,new mexico, usa,21 hours left,23586.48704
14500,dodge,caravan,2019,clean vehicle,gray,north carolina, usa,2 days left,57376.18968
15400,dodge,caravan,2019,clean vehicle,no_color,north carolina, usa,2 days left,48368.7137
15400,dodge,caravan,2019,clean vehicle,charcoal,north carolina, usa,2 days left,69343.24192
15000,dodge,caravan,2019,clean vehicle,black,north carolina, usa,2 days left,56000.20398
15500,dodge,caravan,2019,clean vehicle,gray,north carolina, usa,2 days left,70719.22762
15000,dodge,caravan,2019,clean vehicle,no_color,north carolina, usa,2 days left,57524.24896
15200,dodge,caravan,2019,clean vehicle,no_color,north carolina, usa,2 days left,50761.802279999996
15700,dodge,caravan,2019,clean vehicle,white,north carolina, usa,2 days left,43289.63666
16100,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,48256.0599
16300,dodge,journey,2018,clean vehicle,silver,texas, usa,21 hours left,59560.06406
16000,dodge,journey,2019,clean vehicle,white,north carolina, usa,2 days left,49456.62754
16900,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,48379.97908
17000,dodge,journey,2019,clean vehicle,charcoal,north carolina, usa,2 days left,45536.2753
17300,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,41092.88756
15900,dodge,journey,2019,clean vehicle,gray,north carolina, usa,2 days left,47823.14744
15700,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,55190.70596
16900,dodge,journey,2019,clean vehicle,white,north carolina, usa,2 days left,44486.98562
15500,dodge,journey,2019,clean vehicle,white,north carolina, usa,2 days left,57157.31944
15100,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,65458.29516
15500,dodge,journey,2019,clean vehicle,white,north carolina, usa,2 days left,52293.89396
15400,dodge,journey,2019,clean vehicle,red,north carolina, usa,2 days left,56402.53898
16500,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,52944.06732
42500,dodge,challenger,2015,clean vehicle,black,texas, usa,21 hours left,22112.3316
16600,dodge,journey,2019,clean vehicle,charcoal,north carolina, usa,2 days left,37227.25288
15200,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,59825.60516
15800,dodge,journey,2019,clean vehicle,charcoal,north carolina, usa,2 days left,54754.57482
16900,dodge,journey,2019,clean vehicle,charcoal,north carolina, usa,2 days left,48313.99614
11100,dodge,caravan,2017,clean vehicle,gray,north carolina, usa,2 days left,82831.12046
15600,dodge,journey,2019,clean vehicle,charcoal,north carolina, usa,2 days left,50270.95358
16900,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,48579.53724
15300,dodge,journey,2019,clean vehicle,silver,north carolina, usa,2 days left,67521.46904
16600,dodge,journey,2019,clean vehicle,black,north carolina, usa,2 days left,49450.19018
21800,dodge,durango,2017,clean vehicle,black,pennsylvania, usa,2 days left,62693.44904
36500,dodge,charger,2018,clean vehicle,white,virginia, usa,21 hours left,35463.41624
26300,dodge,durango,2019,clean vehicle,red,georgia, usa,21 hours left,42586.35508
20900,dodge,challenger,2019,clean vehicle,red,georgia, usa,21 hours left,37244.95562
20100,dodge,challenger,2019,clean vehicle,gray,georgia, usa,21 hours left,27905.9556
26700,dodge,charger,2019,clean vehicle,gray,georgia, usa,21 hours left,47876.25566
23900,dodge,charger,2019,clean vehicle,white,georgia, usa,21 hours left,56726.01632
14500,dodge,caravan,2018,clean vehicle,no_color,florida, usa,27 minutes,65044.69478
23000,dodge,durango,2017,clean vehicle,gray,virginia, usa,21 hours left,48777.48606
15000,dodge,journey,2018,clean vehicle,red,north carolina, usa,2 days left,68079.91002
15000,dodge,journey,2018,clean vehicle,white,north carolina, usa,2 days left,56851.54484
28500,ford,door,2017,clean vehicle,white,texas, usa,2 days left,148220.214
28000,ford,door,2017,clean vehicle,white,texas, usa,2 days left,159928.1625
25000,ford,door,2017,clean vehicle,white,texas, usa,2 days left,192217.96026
17347,ford,doors,2015,clean vehicle,black,massachusetts, usa,12 days left,87541.65864
13800,ford,door,2016,clean vehicle,white,texas, usa,5 hours left,147425.20004
25888,ford,doors,2015,clean vehicle,black,new jersey, usa,12 days left,4517.41738
21289,ford,doors,2015,clean vehicle,gray,new york, usa,12 days left,115800.0597
13799,ford,doors,2015,clean vehicle,red,new jersey, usa,12 days left,134690.49262
20500,ford,srw,2014,clean vehicle,white,arizona, usa,2 days left,146269.69392
65500,ford,srw,2019,clean vehicle,black,indiana, usa,21 hours left,10460.71
24500,ford,wagon,2018,clean vehicle,white,florida, usa,2 days left,64281.86762
32500,ford,explorer,2020,clean vehicle,silver,missouri, usa,21 hours left,9527.2928
17700,ford,door,2017,clean vehicle,silver,pennsylvania, usa,2 days left,192348.3168
18300,ford,fusion,2020,clean vehicle,white,california, usa,1 days left,17512.83788
43500,ford,srw,2019,clean vehicle,gray,illinois, usa,21 hours left,46686.9534
15200,ford,door,2016,clean vehicle,white,pennsylvania, usa,2 days left,111049.28801999999
36200,ford,srw,2019,clean vehicle,no_color,illinois, usa,21 hours left,26082.57338
21900,ford,mustang,2018,clean vehicle,red,new jersey, usa,2 days left,47874.64632
20700,ford,wagon,2019,clean vehicle,white,california, usa,1 days left,41170.13588
12300,ford,fusion,2019,clean vehicle,gray,california, usa,1 days left,39461.0168
19500,ford,transit,2019,clean vehicle,white,california, usa,1 days left,54981.49176
14300,ford,fusion,2020,clean vehicle,silver,california, usa,1 days left,11225.1465
13700,ford,van,2016,clean vehicle,white,pennsylvania, usa,2 days left,108067.181
13200,ford,door,2015,clean vehicle,white,pennsylvania, usa,2 days left,162253.6588
20000,ford,edge,2018,clean vehicle,silver,illinois, usa,4 days left,70114.11578
33000,ford,door,2017,clean vehicle,white,texas, usa,6 days left,57942.67736
23300,ford,f-150,2019,clean vehicle,white,south carolina, usa,21 hours left,17598.1329
11975,ford,door,2012,clean vehicle,white,texas, usa,24 hours left,196362.01076
23600,ford,transit,2019,clean vehicle,white,south carolina, usa,21 hours left,31161.650419999998
12000,ford,explorer,2016,clean vehicle,black,texas, usa,19 hours left,69043.90468
30900,ford,f-150,2018,clean vehicle,red,indiana, usa,21 hours left,645.34534
23900,ford,transit,2019,clean vehicle,white,south carolina, usa,21 hours left,17826.65918
40400,ford,f-150,2018,clean vehicle,black,indiana, usa,21 hours left,54878.494
38000,ford,srw,2019,clean vehicle,white,minnesota, usa,6 days left,48309.16812
27000,ford,flex,2019,clean vehicle,white,illinois, usa,2 days left,29417.12586
24000,ford,transit,2019,clean vehicle,white,south carolina, usa,21 hours left,11865.66382
30000,ford,ranger,2019,clean vehicle,gray,wisconsin, usa,21 hours left,4168.1906
16200,ford,fusion,2019,clean vehicle,white,south carolina, usa,21 hours left,67048.32308
30000,ford,flex,2019,clean vehicle,gray,wisconsin, usa,21 hours left,24170.67746
23900,ford,transit,2019,clean vehicle,white,south carolina, usa,21 hours left,15159.9828
13800,ford,taurus,2018,clean vehicle,white,missouri, usa,21 hours left,67373.40976
23700,ford,transit,2019,clean vehicle,white,south carolina, usa,21 hours left,27083.58286
24300,ford,f-150,2018,clean vehicle,gray,illinois, usa,21 hours left,10122.7486
54900,ford,srw,2019,clean vehicle,black,nevada, usa,Listing Expired,23163.23062
22500,ford,taurus,2018,clean vehicle,white,wisconsin, usa,2 days left,23494.75466
39000,ford,f-150,2018,clean vehicle,gray,illinois, usa,2 days left,41583.73626
13900,ford,escape,2018,clean vehicle,gray,wisconsin, usa,21 hours left,97711.0781
24700,ford,explorer,2018,clean vehicle,red,illinois, usa,21 hours left,37578.089
20100,ford,transit,2018,clean vehicle,white,california, usa,1 days left,100400.28524
22000,ford,mustang,2018,clean vehicle,red,illinois, usa,2 days left,10055.15632
38200,ford,mustang,2019,clean vehicle,green,florida, usa,1 days left,1413.00052
24400,ford,transit,2018,clean vehicle,white,california, usa,1 days left,80000.2914
35000,ford,mustang,2018,clean vehicle,blue,illinois, usa,21 hours left,3286.27228
18600,ford,flex,2019,clean vehicle,white,florida, usa,2 days left,12459.51028
22700,ford,transit,2018,clean vehicle,white,california, usa,1 days left,63943.90622
38000,ford,f-150,2018,clean vehicle,black,illinois, usa,21 hours left,54236.36734
17000,ford,door,2014,clean vehicle,red,illinois, usa,2 days left,108698.04228
17500,ford,escape,2017,clean vehicle,gray,wisconsin, usa,2 days left,56479.787299999996
23200,ford,f-150,2019,clean vehicle,white,michigan, usa,21 hours left,13924.00968
30700,ford,explorer,2017,clean vehicle,red,wisconsin, usa,21 hours left,82248.53938
23500,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,24119.17858
26400,ford,edge,2017,clean vehicle,blue,wisconsin, usa,2 days left,45467.07368
23500,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,25763.92406
38000,ford,door,2017,clean vehicle,white,wisconsin, usa,2 days left,77032.66844
23600,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,17709.17736
19300,ford,edge,2017,clean vehicle,gray,wisconsin, usa,21 hours left,69032.6393
23200,ford,f-150,2019,clean vehicle,white,michigan, usa,21 hours left,15272.6366
13800,ford,door,2017,clean vehicle,no_color,wisconsin, usa,21 hours left,62807.71218
23600,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,21671.37244
23200,ford,f-150,2019,clean vehicle,white,michigan, usa,21 hours left,14060.80358
40000,ford,door,2017,clean vehicle,red,wisconsin, usa,2 days left,38559.7864
23400,ford,f-150,2019,clean vehicle,white,michigan, usa,21 hours left,8951.14908
23600,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,22149.34642
23000,ford,f-150,2019,clean vehicle,white,michigan, usa,21 hours left,16807.94696
25500,ford,door,2017,clean vehicle,black,wisconsin, usa,21 hours left,67103.04064
23500,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,25406.65058
29900,ford,door,2017,clean vehicle,white,wisconsin, usa,2 days left,14752.81978
23200,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,28229.43294
50500,ford,f-150,2017,clean vehicle,silver,wisconsin, usa,2 days left,39728.16724
23400,ford,transit,2019,clean vehicle,white,michigan, usa,21 hours left,24478.0614
24500,ford,transit,2017,clean vehicle,white,wisconsin, usa,2 days left,87871.57334
49000,ford,mustang,2017,clean vehicle,black,illinois, usa,2 days left,3548.5947
25400,ford,transit,2017,clean vehicle,white,wisconsin, usa,2 days left,57438.95394
23000,ford,flex,2017,clean vehicle,silver,illinois, usa,21 hours left,52767.03992
22400,ford,edge,2016,clean vehicle,black,wisconsin, usa,21 hours left,69080.9195
22500,ford,edge,2016,clean vehicle,black,wisconsin, usa,2 days left,60165.1759
25200,ford,edge,2019,clean vehicle,gray,virginia, usa,2 days left,24807.9761
36000,ford,door,2016,clean vehicle,white,wisconsin, usa,2 days left,32262.43898
26700,ford,edge,2019,clean vehicle,black,virginia, usa,2 days left,27172.096559999998
30500,ford,door,2016,clean vehicle,gray,wisconsin, usa,21 hours left,93238.72224
26700,ford,edge,2019,clean vehicle,black,virginia, usa,2 days left,24532.77896
25000,ford,edge,2019,clean vehicle,gray,virginia, usa,2 days left,31932.52428
35200,ford,door,2016,clean vehicle,white,wisconsin, usa,21 hours left,62490.6722
30300,ford,f-150,2019,clean vehicle,white,tennessee, usa,21 hours left,51336.33666
25000,ford,door,2016,clean vehicle,no_color,illinois, usa,2 days left,111535.3087
26500,ford,door,2016,clean vehicle,red,wisconsin, usa,2 days left,74187.35532
21600,ford,mustang,2019,clean vehicle,gray,virginia, usa,2 days left,47406.32838
18800,ford,edge,2016,clean vehicle,no_color,wisconsin, usa,21 hours left,49511.3451
21500,ford,mustang,2019,clean vehicle,red,virginia, usa,2 days left,46825.35664
16700,ford,cutaway,2015,clean vehicle,white,wisconsin, usa,2 days left,111050.89736
16800,ford,cutaway,2015,clean vehicle,white,wisconsin, usa,2 days left,104895.17186
15700,ford,cutaway,2015,clean vehicle,white,wisconsin, usa,2 days left,122087.75108
16800,ford,cutaway,2015,clean vehicle,white,wisconsin, usa,2 days left,109948.49946
19500,ford,door,2015,clean vehicle,gray,wisconsin, usa,21 hours left,129316.90636
20500,ford,door,2015,clean vehicle,black,wisconsin, usa,2 days left,82786.05894
17400,ford,cutaway,2015,clean vehicle,white,wisconsin, usa,2 days left,114189.11036
17500,ford,door,2014,clean vehicle,red,wisconsin, usa,21 hours left,148863.95
26000,ford,door,2014,clean vehicle,silver,illinois, usa,21 hours left,106807.06778
56700,ford,f-150,2019,clean vehicle,white,kentucky, usa,21 hours left,22344.07656
40200,ford,f-150,2019,clean vehicle,no_color,kentucky, usa,21 hours left,42621.76056
54000,ford,door,2013,clean vehicle,red,illinois, usa,21 hours left,1131.36602
65200,ford,max,2019,clean vehicle,white,kentucky, usa,21 hours left,29190.20892
32500,ford,srw,2017,clean vehicle,white,minnesota, usa,Listing Expired,45072.78538
25500,ford,transit,2019,clean vehicle,white,illinois, usa,21 hours left,18106.68434
63000,ford,srw,2019,clean vehicle,no_color,illinois, usa,21 hours left,18732.7176
44000,ford,srw,2019,clean vehicle,white,illinois, usa,2 days left,17321.32642
70000,ford,drw,2019,clean vehicle,no_color,illinois, usa,2 days left,15518.86562
56200,ford,srw,2019,clean vehicle,gray,kentucky, usa,21 hours left,54604.9062
35000,ford,srw,2019,clean vehicle,white,wisconsin, usa,2 days left,42568.65234
57700,ford,srw,2019,clean vehicle,red,kentucky, usa,21 hours left,33958.68334
74000,ford,drw,2019,clean vehicle,no_color,illinois, usa,2 days left,16956.00624
60200,ford,srw,2019,clean vehicle,white,kentucky, usa,21 hours left,51086.88896
60000,ford,srw,2018,clean vehicle,black,illinois, usa,2 days left,29067.89908
63000,ford,srw,2018,clean vehicle,black,illinois, usa,21 hours left,28874.77828
22500,ford,door,2014,clean vehicle,black,wisconsin, usa,2 days left,70241.25364
21000,ford,door,2013,clean vehicle,brown,wisconsin, usa,2 days left,153508.50524
19300,ford,fusion,2019,clean vehicle,black,mississippi, usa,21 hours left,38205.7316
16400,ford,fusion,2019,clean vehicle,gray,alabama, usa,21 hours left,58039.237759999996
27300,ford,f-150,2019,clean vehicle,gray,mississippi, usa,21 hours left,30263.6387
26400,ford,cab,2012,clean vehicle,white,wisconsin, usa,2 days left,243066.6669
35100,ford,mustang,2019,clean vehicle,red,mississippi, usa,21 hours left,16252.72466
41500,ford,f-150,2018,clean vehicle,black,new jersey, usa,1 days left,15771.532
34100,ford,mustang,2019,clean vehicle,white,mississippi, usa,21 hours left,16870.71122
28600,ford,f-150,2019,clean vehicle,no_color,california, usa,21 hours left,28234.26096
34100,ford,mustang,2019,clean vehicle,red,mississippi, usa,21 hours left,16362.15978
28700,ford,ranger,2019,clean vehicle,gray,california, usa,21 hours left,18438.20838
24700,ford,edge,2019,clean vehicle,no_color,california, usa,21 hours left,42792.3506
46500,ford,expedition,2019,clean vehicle,black,california, usa,21 hours left,56883.73164
29000,ford,f-150,2019,clean vehicle,black,california, usa,21 hours left,20845.78102
25500,ford,edge,2019,clean vehicle,silver,california, usa,21 hours left,42958.11262
30500,ford,f-150,2019,clean vehicle,gray,california, usa,2 days left,15956.606099999999
16800,ford,fusion,2019,clean vehicle,red,california, usa,2 days left,15948.5594
24000,ford,f-150,2019,clean vehicle,gray,texas, usa,6 days left,26980.5851
58500,ford,expedition,2019,clean vehicle,gray,california, usa,21 hours left,7998.4198
55000,ford,door,2017,clean vehicle,black,texas, usa,6 days left,70753.02376
28800,ford,f-150,2019,clean vehicle,silver,california, usa,21 hours left,65636.9319
26800,ford,door,2015,clean vehicle,white,new jersey, usa,24 hours left,175414.84132
36000,ford,max,2018,clean vehicle,gray,wisconsin, usa,22 hours left,94268.69984
20000,ford,wagon,2018,clean vehicle,white,wisconsin, usa,21 hours left,89278.1365
46700,ford,drw,2019,clean vehicle,black,alabama, usa,21 hours left,57821.97686
42800,ford,srw,2019,clean vehicle,silver,alabama, usa,21 hours left,34872.78846
21800,ford,mustang,2018,clean vehicle,no_color,california, usa,21 hours left,25876.57786
18800,ford,mustang,2018,clean vehicle,white,california, usa,2 days left,66219.51298
18800,ford,flex,2018,clean vehicle,black,california, usa,21 hours left,73704.55332
30200,ford,f-150,2018,clean vehicle,red,california, usa,21 hours left,34927.50602
27500,ford,explorer,2018,clean vehicle,black,california, usa,2 days left,35862.53256
37500,ford,transit,2018,clean vehicle,white,california, usa,2 days left,39536.65578
19100,ford,mustang,2018,clean vehicle,silver,california, usa,2 days left,49236.14796
17100,ford,flex,2018,clean vehicle,white,california, usa,21 hours left,84887.85698
13500,ford,escape,2018,clean vehicle,silver,florida, usa,4 days left,34748.86928
54500,ford,srw,2018,clean vehicle,blue,california, usa,2 days left,31950.22702
16400,ford,f-150,2020,clean vehicle,black,pennsylvania, usa,2 days left,16658.27834
17000,ford,fusion,2020,clean vehicle,gray,pennsylvania, usa,2 days left,1797.63278
24800,ford,door,2017,clean vehicle,gold,california, usa,21 hours left,59994.58586
26800,ford,door,2017,clean vehicle,red,california, usa,21 hours left,48462.05542
19400,ford,door,2017,clean vehicle,white,california, usa,21 hours left,44369.5038
20000,ford,flex,2017,clean vehicle,silver,california, usa,2 days left,72722.85592
25100,ford,explorer,2017,clean vehicle,gold,california, usa,2 days left,40281.7802
18200,ford,fusion,2020,clean vehicle,black,pennsylvania, usa,2 days left,15869.70174
14200,ford,fusion,2018,clean vehicle,red,illinois, usa,2 days left,2817.95434
56500,ford,door,2017,clean vehicle,red,california, usa,2 days left,49292.47486
26500,ford,van,2020,clean vehicle,white,pennsylvania, usa,2 days left,196.33948
34300,ford,srw,2019,clean vehicle,white,florida, usa,2 hours left,45920.90756
43500,ford,f-150,2017,clean vehicle,black,california, usa,21 hours left,129872.12866
37200,ford,srw,2019,clean vehicle,white,florida, usa,2 hours left,38749.68852
12800,ford,door,2017,clean vehicle,orange,california, usa,21 hours left,62183.28826
15000,ford,door,2013,salvage insurance,silver,texas, usa,17 hours left,236262.37738
12500,ford,door,2017,clean vehicle,silver,california, usa,21 hours left,51291.27514
21500,ford,f-150,2017,clean vehicle,gray,california, usa,2 days left,123719.62183999999
17300,ford,fusion,2019,clean vehicle,white,north carolina, usa,Listing Expired,45174.1738
27000,ford,explorer,2017,clean vehicle,silver,california, usa,21 hours left,5132.18526
31800,ford,el,2017,clean vehicle,white,florida, usa,24 hours left,45639.27306
13000,ford,door,2017,clean vehicle,gray,california, usa,21 hours left,69024.5926
31800,ford,el,2017,clean vehicle,silver,florida, usa,24 hours left,47198.72352
46300,ford,door,2016,clean vehicle,black,california, usa,2 days left,76493.53954
22800,ford,door,2016,clean vehicle,silver,california, usa,21 hours left,108704.47964
45000,ford,expedition,2019,clean vehicle,white,pennsylvania, usa,3 days left,29214.34902
49500,ford,expedition,2019,clean vehicle,black,pennsylvania, usa,3 days left,28467.61526
20000,ford,door,2015,clean vehicle,gray,california, usa,21 hours left,102104.5763
25300,ford,edge,2019,clean vehicle,black,pennsylvania, usa,2 days left,42521.98148
45500,ford,expedition,2019,clean vehicle,gray,pennsylvania, usa,3 days left,30202.48378
48000,ford,expedition,2019,clean vehicle,black,pennsylvania, usa,3 days left,36950.4464
47000,ford,max,2019,clean vehicle,blue,pennsylvania, usa,3 days left,27782.03642
49500,ford,expedition,2019,clean vehicle,black,pennsylvania, usa,3 days left,27328.20254
31200,ford,wagon,2019,clean vehicle,black,pennsylvania, usa,1 days left,21014.76172
18500,ford,door,2014,clean vehicle,white,california, usa,2 days left,73847.78458
15500,ford,escape,2019,clean vehicle,silver,pennsylvania, usa,2 days left,34987.0516
30500,ford,wagon,2019,clean vehicle,black,pennsylvania, usa,1 days left,28496.58338
45500,ford,max,2019,clean vehicle,silver,pennsylvania, usa,3 days left,30772.19014
31500,ford,wagon,2019,clean vehicle,black,pennsylvania, usa,1 days left,30345.71504
11000,ford,door,2013,clean vehicle,white,new jersey, usa,30 minutes,136394.78368
46500,ford,max,2019,clean vehicle,white,pennsylvania, usa,3 days left,31470.6437
31500,ford,wagon,2019,clean vehicle,black,pennsylvania, usa,1 days left,26296.6156
