price,brand,model,year,title_status,color,state,country,condition,km
29500,chevrolet,1500,2017,clean vehicle,red,wisconsin, usa,21 hours left,49936.21086
25300,chevrolet,1500,2017,clean vehicle,no_color,wisconsin, usa,21 hours left,65786.60051999999
21500,chevrolet,1500,2016,clean vehicle,silver,new jersey, usa,3 days left,32621.3218
25900,chevrolet,door,2016,clean vehicle,blue,wisconsin, usa,21 hours left,53082.47056
35300,chevrolet,door,2016,clean vehicle,black,wisconsin, usa,21 hours left,121514.82604
13500,chevrolet,door,2016,clean vehicle,red,wisconsin, usa,21 hours left,64294.74234
62000,chevrolet,corvette,2016,clean vehicle,white,illinois, usa,21 hours left,31226.02402
46000,chevrolet,corvette,2016,clean vehicle,black,illinois, usa,2 days left,7153.5163
25900,chevrolet,door,2016,clean vehicle,white,wisconsin, usa,21 hours left,54054.51192
25800,chevrolet,door,2016,clean vehicle,no_color,wisconsin, usa,21 hours left,16259.16202
17000,chevrolet,door,2016,clean vehicle,gray,wisconsin, usa,21 hours left,42605.66716
12800,chevrolet,door,2016,clean vehicle,white,wisconsin, usa,21 hours left,64780.76302
47400,chevrolet,3500,2016,clean vehicle,red,wisconsin, usa,21 hours left,63768.48816
24400,chevrolet,door,2016,clean vehicle,gray,wisconsin, usa,21 hours left,78382.9047
17100,chevrolet,trax,2016,clean vehicle,white,wisconsin, usa,2 days left,31638.01506
33100,chevrolet,door,2015,clean vehicle,gold,wisconsin, usa,2 days left,131344.67476
22000,chevrolet,trax,2020,clean vehicle,gray,california, usa,21 hours left,288.07186
35000,chevrolet,1500,2019,clean vehicle,no_color,california, usa,2 days left,8888.38482
16500,chevrolet,equinox,2019,clean vehicle,silver,california, usa,21 hours left,48024.31494
35300,chevrolet,1500,2019,clean vehicle,silver,california, usa,21 hours left,13705.13944
26900,chevrolet,traverse,2018,clean vehicle,black,missouri, usa,19 hours left,69106.66894
11600,chevrolet,trax,2017,clean vehicle,black,california, usa,21 hours left,44253.63132
28100,chevrolet,1500,2017,clean vehicle,silver,california, usa,21 hours left,50116.45694
27700,chevrolet,1500,2017,clean vehicle,white,california, usa,21 hours left,33448.52256
17700,chevrolet,passenger,2017,clean vehicle,white,california, usa,21 hours left,84759.10978
16600,chevrolet,volt,2017,clean vehicle,no_color,california, usa,21 hours left,41847.66802
63200,chevrolet,corvette,2016,clean vehicle,red,california, usa,2 days left,6865.44444
36800,chevrolet,door,2015,clean vehicle,white,california, usa,21 hours left,52033.18088
19500,chevrolet,passenger,2018,clean vehicle,white,texas, usa,1 days left,71346.87022
38800,chevrolet,tahoe,2019,clean vehicle,blue,oklahoma, usa,21 hours left,58254.88932
37500,chevrolet,tahoe,2019,clean vehicle,silver,oklahoma, usa,21 hours left,53640.91154
35000,chevrolet,suburban,2019,clean vehicle,gray,oklahoma, usa,21 hours left,69333.58588
31100,chevrolet,camaro,2019,clean vehicle,gray,oklahoma, usa,21 hours left,39526.99974
22600,chevrolet,van,2019,clean vehicle,white,oklahoma, usa,21 hours left,21701.9499
22400,chevrolet,van,2019,clean vehicle,white,oklahoma, usa,21 hours left,24983.39416
22700,chevrolet,van,2019,clean vehicle,white,oklahoma, usa,21 hours left,14477.62264
13700,chevrolet,malibu,2019,clean vehicle,silver,oklahoma, usa,21 hours left,76092.81388
37100,chevrolet,suburban,2019,clean vehicle,black,oklahoma, usa,21 hours left,55473.9498
18500,chevrolet,colorado,2018,clean vehicle,green,oregon, usa,34 minutes,140437.44576
18300,chevrolet,2500,2017,clean vehicle,white,oregon, usa,34 minutes,184018.37296
19000,chevrolet,2500,2017,clean vehicle,white,oregon, usa,34 minutes,179658.6709
18500,chevrolet,1500,2017,clean vehicle,white,oregon, usa,34 minutes,167298.9397
22500,chevrolet,door,2016,clean vehicle,white,oregon, usa,34 minutes,107246.4176
14500,chevrolet,door,2014,clean vehicle,white,oregon, usa,34 minutes,196368.44812
32800,chevrolet,tahoe,2018,clean vehicle,gray,oklahoma, usa,21 hours left,75502.1861
12300,chevrolet,malibu,2018,clean vehicle,black,oklahoma, usa,21 hours left,86259.01466
19600,chevrolet,1500,2018,clean vehicle,gray,oklahoma, usa,21 hours left,67064.41648
13600,chevrolet,malibu,2018,clean vehicle,white,oklahoma, usa,21 hours left,58011.87898
19900,chevrolet,1500,2018,clean vehicle,white,oklahoma, usa,21 hours left,64928.8223
13000,chevrolet,malibu,2018,clean vehicle,gray,oklahoma, usa,21 hours left,67191.55434
19700,chevrolet,door,2016,clean vehicle,white,oklahoma, usa,21 hours left,44406.51862
23800,chevrolet,1500,2017,clean vehicle,white,oklahoma, usa,21 hours left,137915.60998
17700,chevrolet,equinox,2019,clean vehicle,white,new york, usa,18 hours left,40592.38282
17000,chevrolet,door,2015,clean vehicle,white,oklahoma, usa,21 hours left,44944.03818
14000,chevrolet,door,2014,clean vehicle,red,florida, usa,2 days left,217465.28618
32100,chevrolet,2500,2018,clean vehicle,white,pennsylvania, usa,21 hours left,89369.86888
33100,chevrolet,2500,2019,clean vehicle,white,pennsylvania, usa,21 hours left,116149.28648
31600,chevrolet,2500,2018,clean vehicle,white,pennsylvania, usa,21 hours left,92940.99434
12800,chevrolet,1500,2014,clean vehicle,white,texas, usa,7 hours left,285371.38748
46800,chevrolet,1500,2019,clean vehicle,gray,nebraska, usa,21 hours left,58616.99082
21800,chevrolet,van,2019,clean vehicle,white,missouri, usa,21 hours left,38236.30906
22500,chevrolet,colorado,2017,clean vehicle,red,indiana, usa,2 days left,105160.71296
35300,chevrolet,suburban,2018,clean vehicle,black,missouri, usa,21 hours left,82634.78098
16500,chevrolet,volt,2017,clean vehicle,black,oklahoma, usa,21 hours left,84203.88748
33000,chevrolet,door,2017,clean vehicle,black,missouri, usa,2 days left,108823.5708
31500,chevrolet,1500,2017,clean vehicle,black,missouri, usa,2 days left,96504.0731
34500,chevrolet,1500,2017,clean vehicle,silver,missouri, usa,2 days left,46250.82226
25000,chevrolet,1500,2017,clean vehicle,white,west virginia, usa,21 hours left,33549.91098
10700,chevrolet,trax,2016,clean vehicle,red,west virginia, usa,2 days left,71261.5752
13400,chevrolet,door,2016,clean vehicle,silver,west virginia, usa,2 days left,138453.12954
16500,chevrolet,equinox,2019,clean vehicle,gold,west virginia, usa,2 days left,12266.38948
34000,chevrolet,traverse,2019,clean vehicle,white,west virginia, usa,2 days left,12982.54578
14100,chevrolet,trax,2018,clean vehicle,white,west virginia, usa,2 days left,26557.32868
38600,chevrolet,1500,2019,clean vehicle,black,west virginia, usa,2 days left,33282.76054
22000,chevrolet,door,2016,clean vehicle,white,oklahoma, usa,21 hours left,94719.31504
15500,chevrolet,door,2015,clean vehicle,red,west virginia, usa,2 days left,127952.18604
29000,chevrolet,1500,2015,clean vehicle,brown,missouri, usa,2 days left,111651.18118
17300,chevrolet,equinox,2020,clean vehicle,black,nevada, usa,2 days left,25068.68918
30500,chevrolet,traverse,2020,clean vehicle,silver,nevada, usa,2 days left,37771.2098
25000,chevrolet,impala,2020,clean vehicle,silver,nevada, usa,6 hours left,30118.7981
36400,chevrolet,suburban,2019,clean vehicle,silver,nevada, usa,2 days left,57461.4847
34800,chevrolet,suburban,2019,clean vehicle,silver,nevada, usa,2 days left,78828.69188
20700,chevrolet,ld,2019,clean vehicle,white,nevada, usa,2 days left,54307.1783
32200,chevrolet,suburban,2019,clean vehicle,silver,nevada, usa,2 days left,68021.97378
35300,chevrolet,tahoe,2019,clean vehicle,black,nevada, usa,2 days left,75418.50042
33500,chevrolet,suburban,2019,clean vehicle,white,nevada, usa,2 days left,58649.17762
13700,chevrolet,impala,2019,clean vehicle,blue,nevada, usa,9 minutes,24041.93026
15900,chevrolet,malibu,2019,clean vehicle,black,nevada, usa,1 hours left,35447.32284
33200,chevrolet,suburban,2019,clean vehicle,black,nevada, usa,2 days left,61602.31652
35500,chevrolet,suburban,2019,clean vehicle,silver,nevada, usa,2 days left,74269.43166
29800,chevrolet,suburban,2018,clean vehicle,silver,nevada, usa,2 days left,77935.50818
29800,chevrolet,suburban,2018,clean vehicle,gray,nevada, usa,2 days left,78547.05738
29500,chevrolet,suburban,2018,clean vehicle,silver,nevada, usa,2 days left,84680.25212
30300,chevrolet,suburban,2018,clean vehicle,white,nevada, usa,2 days left,74824.65396
24300,chevrolet,1500,2018,clean vehicle,black,new york, usa,18 hours left,90599.40464
29800,chevrolet,suburban,2017,clean vehicle,silver,nevada, usa,2 days left,54571.11006
29800,chevrolet,suburban,2017,clean vehicle,white,nevada, usa,2 days left,53153.28152
27500,chevrolet,camaro,2016,clean vehicle,white,nevada, usa,Listing Expired,71861.85902
10800,chevrolet,door,2017,clean vehicle,gray,new jersey, usa,18 hours left,129577.61944
11500,chevrolet,van,2017,clean vehicle,white,new jersey, usa,18 hours left,169223.71034
10400,chevrolet,van,2017,clean vehicle,white,new jersey, usa,18 hours left,126120.75712
11400,chevrolet,equinox,2018,clean vehicle,white,florida, usa,Listing Expired,127067.04904
11400,chevrolet,equinox,2018,clean vehicle,white,florida, usa,Listing Expired,142529.58776
25000,chevrolet,door,2015,clean vehicle,black,nevada, usa,Listing Expired,130269.63564
12300,chevrolet,traverse,2017,clean vehicle,gray,new york, usa,18 hours left,133845.58912
14100,chevrolet,traverse,2017,clean vehicle,white,new york, usa,18 hours left,94316.98004
22500,chevrolet,van,2019,clean vehicle,white,texas, usa,2 days left,13116.121
22600,chevrolet,van,2019,clean vehicle,white,texas, usa,2 days left,9911.92506
22600,chevrolet,van,2019,clean vehicle,white,texas, usa,2 days left,9556.26092
22500,chevrolet,van,2019,clean vehicle,white,texas, usa,2 days left,14514.63746
10200,chevrolet,malibu,2018,clean vehicle,white,texas, usa,2 days left,73765.70823999999
42700,chevrolet,3500,2016,clean vehicle,white,texas, usa,2 days left,96906.4081
21200,chevrolet,tahoe,2015,clean vehicle,white,texas, usa,2 days left,201983.43538
22700,chevrolet,door,2016,clean vehicle,white,texas, usa,2 days left,146359.81696
22000,chevrolet,tahoe,2015,clean vehicle,gray,texas, usa,2 days left,133229.2119
10500,chevrolet,door,2013,clean vehicle,silver,texas, usa,2 days left,180675.77378
14200,chevrolet,door,2013,clean vehicle,black,texas, usa,2 days left,132839.75162
15500,chevrolet,equinox,2019,clean vehicle,white,florida, usa,6 hours left,21777.58888
35100,chevrolet,1500,2018,clean vehicle,blue,kansas, usa,2 days left,23739.37434
26300,chevrolet,camaro,2018,clean vehicle,gray,kansas, usa,2 days left,17944.141
15700,chevrolet,colorado,2016,clean vehicle,white,new jersey, usa,18 hours left,146849.05632
17600,chevrolet,1500,2016,clean vehicle,white,new jersey, usa,18 hours left,105147.83824
18600,chevrolet,1500,2016,clean vehicle,white,new jersey, usa,18 hours left,78815.81716
19100,chevrolet,1500,2016,clean vehicle,white,new jersey, usa,18 hours left,64391.30274
15200,chevrolet,equinox,2019,clean vehicle,black,north carolina, usa,2 days left,60260.12696
16100,chevrolet,equinox,2019,clean vehicle,white,north carolina, usa,2 days left,69521.87866
14800,chevrolet,equinox,2019,clean vehicle,charcoal,north carolina, usa,2 days left,70149.52126
16700,chevrolet,equinox,2019,clean vehicle,charcoal,north carolina, usa,2 days left,52899.0058
15300,chevrolet,equinox,2019,clean vehicle,charcoal,north carolina, usa,2 days left,62484.23484
16500,chevrolet,equinox,2019,clean vehicle,charcoal,north carolina, usa,2 days left,54297.52226
19600,chevrolet,passenger,2019,clean vehicle,white,north carolina, usa,2 days left,56824.18606
15200,chevrolet,impala,2019,clean vehicle,red,north carolina, usa,2 days left,51897.99632
15000,chevrolet,impala,2019,clean vehicle,silver,north carolina, usa,2 days left,58201.7811
15500,chevrolet,impala,2019,clean vehicle,charcoal,north carolina, usa,2 days left,48154.67148
15700,chevrolet,impala,2019,clean vehicle,silver,north carolina, usa,2 days left,43207.56032
14800,chevrolet,impala,2019,clean vehicle,charcoal,north carolina, usa,2 days left,66245.26242
11400,chevrolet,door,2013,clean vehicle,silver,new jersey, usa,18 hours left,147476.69892
11500,chevrolet,door,2014,clean vehicle,gray,north carolina, usa,2 days left,151850.88504
23800,chevrolet,door,2015,clean vehicle,black,florida, usa,2 hours left,138068.49728
28300,chevrolet,ld,2019,clean vehicle,red,indiana, usa,2 days left,44522.3911
27300,chevrolet,ld,2019,clean vehicle,black,indiana, usa,2 days left,40920.68818
28300,chevrolet,colorado,2020,clean vehicle,silver,indiana, usa,2 days left,22347.29524
18300,chevrolet,impala,2019,clean vehicle,silver,indiana, usa,2 days left,55583.38492
22500,dodge,charger,2018,clean vehicle,silver,wisconsin, usa,2 days left,33112.1705
22500,dodge,charger,2018,clean vehicle,gray,wisconsin, usa,4 days left,41884.68284
16500,dodge,caravan,2019,clean vehicle,gray,nebraska, usa,5 hours left,43978.43418
14500,dodge,journey,2019,clean vehicle,silver,nebraska, usa,5 hours left,48648.73886
30000,dodge,charger,2019,clean vehicle,white,ontario, canada,10 days left,69674.76596
30000,dodge,charger,2019,clean vehicle,orange,ontario, canada,10 days left,87401.64606
30000,dodge,charger,2019,clean vehicle,white,ontario, canada,10 days left,85008.55748
30000,dodge,charger,2019,clean vehicle,white,ontario, canada,10 days left,73311.87436
30000,dodge,charger,2019,clean vehicle,white,ontario, canada,10 days left,60411.40492
29500,dodge,charger,2019,clean vehicle,red,ontario, canada,10 days left,56573.12902
21600,dodge,challenger,2019,clean vehicle,white,washington, usa,2 days left,38274.93322
22600,dodge,charger,2019,clean vehicle,black,washington, usa,2 days left,49501.68906
16300,dodge,caravan,2019,clean vehicle,gray,washington, usa,2 days left,62638.73148
28800,dodge,durango,2019,clean vehicle,no_color,texas, usa,21 hours left,30955.6549
22100,dodge,challenger,2019,clean vehicle,gray,texas, usa,21 hours left,15200.2163
14300,dodge,journey,2018,clean vehicle,gray,north carolina, usa,21 hours left,30841.39176
13700,dodge,caravan,2018,clean vehicle,white,north carolina, usa,21 hours left,87074.95004
29500,dodge,challenger,2017,clean vehicle,no_color,arizona, usa,21 hours left,51580.95634
18500,dodge,journey,2017,clean vehicle,gray,texas, usa,21 hours left,23930.8858
19000,dodge,door,2016,clean vehicle,blue,colorado, usa,21 hours left,51972.02596
43400,dodge,challenger,2015,clean vehicle,white,arizona, usa,2 days left,11667.715
46000,dodge,challenger,2015,clean vehicle,no_color,arizona, usa,21 hours left,16326.7543
12500,dodge,journey,2018,clean vehicle,silver,texas, usa,2 days left,96438.09015999999
13900,dodge,charger,2017,clean vehicle,black,florida, usa,1 days left,34285.37936
13000,dodge,caravan,2018,clean vehicle,white,california, usa,1 days left,83812.81786
13000,dodge,caravan,2018,clean vehicle,white,california, usa,1 days left,88449.3264
17500,dodge,caravan,2019,clean vehicle,black,florida, usa,2 days left,38603.23858
11500,dodge,caravan,2018,clean vehicle,no_color,pennsylvania, usa,21 hours left,80777.60262
18700,dodge,challenger,2018,clean vehicle,gray,new jersey, usa,Listing Expired,58512.38372
27900,dodge,charger,2017,clean vehicle,orange,florida, usa,2 days left,87131.27694
14500,dodge,door,2016,clean vehicle,white,pennsylvania, usa,21 hours left,132352.1216
20200,dodge,caravan,2019,clean vehicle,black,illinois, usa,20 hours left,39786.10348
29300,dodge,durango,2019,clean vehicle,silver,illinois, usa,20 hours left,66301.58932
31000,dodge,durango,2019,clean vehicle,black,illinois, usa,24 hours left,42410.93702
32400,dodge,durango,2019,clean vehicle,white,illinois, usa,1 days left,45512.1352
21500,dodge,charger,2019,clean vehicle,black,texas, usa,19 hours left,24687.2756
23100,dodge,charger,2018,clean vehicle,silver,michigan, usa,21 hours left,19738.5551
24800,dodge,charger,2018,clean vehicle,silver,michigan, usa,21 hours left,28881.21564
23000,dodge,charger,2018,clean vehicle,gray,michigan, usa,21 hours left,43445.74264
26900,dodge,journey,2019,clean vehicle,gray,wisconsin, usa,21 hours left,9293.9385
21500,dodge,challenger,2018,clean vehicle,gray,wisconsin, usa,2 days left,10859.82632
15700,dodge,journey,2018,clean vehicle,white,wisconsin, usa,21 hours left,61360.91552
15200,dodge,caravan,2018,clean vehicle,silver,wisconsin, usa,21 hours left,67006.48024
23300,dodge,charger,2018,clean vehicle,blue,wisconsin, usa,2 days left,8624.45306
20000,dodge,journey,2017,clean vehicle,green,wisconsin, usa,21 hours left,18259.57164
53000,dodge,challenger,2017,clean vehicle,no_color,illinois, usa,21 hours left,11933.2561
18200,dodge,door,2016,clean vehicle,black,new jersey, usa,7 hours left,81495.36826
21800,dodge,challenger,2019,clean vehicle,gray,arizona, usa,2 days left,10508.9902
52000,dodge,charger,2016,clean vehicle,blue,illinois, usa,2 days left,28054.01488
19000,dodge,charger,2019,clean vehicle,black,arizona, usa,2 days left,31601.00024
25000,dodge,challenger,2016,clean vehicle,no_color,illinois, usa,2 days left,67186.72632
36000,dodge,challenger,2016,clean vehicle,red,illinois, usa,2 days left,21182.13308
17000,dodge,caravan,2019,clean vehicle,white,georgia, usa,8 days left,53006.83158
25300,dodge,door,2015,clean vehicle,red,wisconsin, usa,21 hours left,37167.7073
14900,dodge,journey,2017,clean vehicle,gray,wisconsin, usa,22 hours left,55412.79488
15000,dodge,caravan,2017,clean vehicle,no_color,wisconsin, usa,21 hours left,77509.03308
12995,dodge,doors,2014,clean vehicle,gray,massachusetts, usa,8 days left,109934.0154
17750,dodge,doors,2014,clean vehicle,black,massachusetts, usa,8 days left,77248.31999999999
10295,dodge,doors,2014,clean vehicle,black,pennsylvania, usa,8 days left,170528.88508
16995,dodge,doors,2014,clean vehicle,gray,connecticut, usa,8 days left,155422.0105
20999,dodge,doors,2014,clean vehicle,silver,new york, usa,8 days left,59677.54588
21232,dodge,charger,2019,clean vehicle,gray,texas, usa,4 days left,7966.233
29000,dodge,door,2012,clean vehicle,black,illinois, usa,21 hours left,25631.95818
17000,dodge,caravan,2018,clean vehicle,gray,new jersey, usa,2 days left,58417.43266
13800,dodge,journey,2018,clean vehicle,red,florida, usa,23 hours left,45816.30046
30000,dodge,durango,2019,clean vehicle,gray,missouri, usa,8 days left,46809.26324
14800,dodge,caravan,2017,clean vehicle,gray,florida, usa,23 hours left,57921.75594
28700,dodge,charger,2018,clean vehicle,blue,california, usa,21 hours left,31601.00024
18500,dodge,challenger,2018,clean vehicle,gray,california, usa,2 days left,55155.30048
17300,dodge,challenger,2018,clean vehicle,no_color,california, usa,2 days left,69055.17006
30700,dodge,durango,2017,clean vehicle,no_color,california, usa,21 hours left,32714.66352
26500,dodge,durango,2019,clean vehicle,gray,california, usa,8 days left,45948.26634
20800,dodge,charger,2019,clean vehicle,gray,california, usa,8 days left,56484.61532
20800,dodge,charger,2019,clean vehicle,gray,california, usa,8 days left,56914.3091
18900,dodge,challenger,2019,clean vehicle,black,california, usa,8 days left,44992.31838
24000,dodge,durango,2019,clean vehicle,silver,california, usa,8 days left,48539.30374
38800,dodge,challenger,2015,clean vehicle,white,california, usa,2 days left,42312.76728
24500,dodge,durango,2019,clean vehicle,white,california, usa,8 days left,41488.7852
24500,dodge,durango,2019,clean vehicle,black,california, usa,8 days left,40284.99888
24000,dodge,durango,2019,clean vehicle,gray,california, usa,8 days left,49294.0842
18000,dodge,door,2014,clean vehicle,no_color,california, usa,21 hours left,138604.4075
24000,dodge,durango,2019,clean vehicle,white,california, usa,8 days left,48936.81072
23500,dodge,durango,2019,clean vehicle,silver,california, usa,8 days left,57039.83762
25900,dodge,durango,2019,clean vehicle,silver,california, usa,8 days left,52664.04216
13900,dodge,caravan,2019,clean vehicle,gray,california, usa,8 days left,72563.53126
14200,dodge,journey,2019,clean vehicle,silver,california, usa,8 days left,57852.55432
15400,dodge,caravan,2019,clean vehicle,blue,california, usa,8 days left,66950.15334
17500,dodge,challenger,2019,clean vehicle,gray,texas, usa,1 days left,42438.2958
17500,dodge,caravan,2019,clean vehicle,white,texas, usa,2 days left,29404.25114
18000,dodge,caravan,2019,clean vehicle,white,texas, usa,1 days left,15250.10584
25200,dodge,door,2012,clean vehicle,gray,new jersey, usa,2 days left,130193.99666
14100,dodge,caravan,2018,clean vehicle,black,texas, usa,2 days left,92366.45996
13300,dodge,caravan,2018,clean vehicle,white,california, usa,8 days left,67898.0546
16200,dodge,caravan,2019,clean vehicle,black,oklahoma, usa,21 hours left,36356.59994
13300,dodge,caravan,2018,clean vehicle,gray,california, usa,8 days left,78344.28053999999
13100,dodge,caravan,2018,clean vehicle,silver,california, usa,8 days left,68591.68014
15500,dodge,caravan,2017,clean vehicle,silver,california, usa,8 days left,44676.88774
28400,dodge,durango,2019,clean vehicle,gray,colorado, usa,3 days left,23102.0757
17400,dodge,caravan,2019,clean vehicle,gray,colorado, usa,3 days left,15235.62178
20700,dodge,challenger,2019,clean vehicle,gray,virginia, usa,2 days left,29471.84342
20300,dodge,challenger,2019,clean vehicle,black,virginia, usa,2 days left,31391.78604
14000,dodge,journey,2018,clean vehicle,black,oklahoma, usa,21 hours left,23737.765
22000,dodge,challenger,2019,clean vehicle,green,virginia, usa,2 days left,18153.355199999998
17200,dodge,journey,2019,clean vehicle,blue,virginia, usa,2 days left,22440.63696
15000,dodge,door,2016,clean vehicle,blue,oklahoma, usa,21 hours left,43326.65148
17500,dodge,journey,2019,clean vehicle,gray,virginia, usa,2 days left,20422.5246
16300,dodge,caravan,2019,clean vehicle,red,florida, usa,21 hours left,45526.61926
15700,dodge,caravan,2019,clean vehicle,red,florida, usa,21 hours left,61220.90294
23100,dodge,charger,2019,clean vehicle,white,florida, usa,21 hours left,55346.81194
14900,dodge,caravan,2019,clean vehicle,red,florida, usa,21 hours left,63593.0701
16700,dodge,journey,2019,clean vehicle,orange,virginia, usa,2 days left,35524.57116
16300,dodge,caravan,2019,clean vehicle,white,florida, usa,21 hours left,46320.02388
25800,dodge,durango,2019,clean vehicle,red,north carolina, usa,21 hours left,48428.25928
23800,dodge,challenger,2019,clean vehicle,black,north carolina, usa,21 hours left,42555.77762
16800,dodge,journey,2019,clean vehicle,red,north carolina, usa,21 hours left,46640.28254
15500,dodge,journey,2019,clean vehicle,white,north carolina, usa,21 hours left,52890.9591
26900,dodge,durango,2019,clean vehicle,white,arizona, usa,20 hours left,26388.34798
16900,dodge,caravan,2019,clean vehicle,white,arizona, usa,20 hours left,26032.68384
19500,dodge,caravan,2019,clean vehicle,gray,arizona, usa,20 hours left,1755.78994
15400,dodge,caravan,2019,clean vehicle,black,arizona, usa,20 hours left,28118.38848
17000,dodge,charger,2019,clean vehicle,red,california, usa,1 days left,16642.18494
34000,dodge,durango,2019,clean vehicle,black,new jersey, usa,2 hours left,31695.9513
13700,dodge,journey,2017,clean vehicle,black,pennsylvania, usa,1 days left,82142.32294
19100,dodge,challenger,2018,clean vehicle,white,west virginia, usa,2 days left,36445.11364
11800,dodge,journey,2018,clean vehicle,white,west virginia, usa,2 days left,29190.20892
27500,dodge,durango,2019,clean vehicle,gray,nevada, usa,6 hours left,38603.23858
26900,dodge,durango,2019,clean vehicle,black,nevada, usa,6 hours left,27616.2744
27100,dodge,durango,2019,clean vehicle,white,nevada, usa,6 hours left,43337.91686
27200,dodge,durango,2019,clean vehicle,white,nevada, usa,6 hours left,41545.1121
22500,dodge,challenger,2019,clean vehicle,gray,south carolina, usa,21 hours left,8046.7
21500,dodge,charger,2019,clean vehicle,black,pennsylvania, usa,6 days left,56573.12902
18800,dodge,challenger,2019,clean vehicle,orange,pennsylvania, usa,6 days left,42605.66716
21800,dodge,charger,2019,clean vehicle,red,pennsylvania, usa,6 days left,49797.80762
20300,dodge,challenger,2019,clean vehicle,black,pennsylvania, usa,6 days left,27606.61836
19000,dodge,caravan,2019,clean vehicle,red,pennsylvania, usa,6 days left,19510.02882
19500,dodge,caravan,2019,clean vehicle,blue,pennsylvania, usa,6 days left,16449.06414
19500,dodge,challenger,2019,clean vehicle,gray,pennsylvania, usa,6 days left,21656.88838
20500,dodge,challenger,2019,clean vehicle,gray,pennsylvania, usa,6 days left,21758.2768
20800,dodge,door,2014,clean vehicle,black,missouri, usa,21 hours left,116828.42796
28500,dodge,durango,2019,clean vehicle,silver,pennsylvania, usa,6 days left,28800.74864
21900,dodge,caravan,2019,clean vehicle,silver,pennsylvania, usa,6 days left,17844.36192
15800,dodge,caravan,2019,clean vehicle,black,nevada, usa,2 days left,47583.35578
33000,dodge,durango,2019,clean vehicle,white,colorado, usa,16 hours left,25194.2177
22700,dodge,challenger,2019,clean vehicle,black,nevada, usa,2 days left,42531.63752
21900,dodge,charger,2019,clean vehicle,white,pennsylvania, usa,6 days left,46675.68802
19300,dodge,charger,2019,clean vehicle,red,pennsylvania, usa,6 days left,51867.41886
30700,dodge,durango,2019,clean vehicle,black,nevada, usa,2 days left,42652.33802
19300,dodge,challenger,2019,clean vehicle,black,pennsylvania, usa,6 days left,24857.86564
13750,dodge,caravan,2014,clean vehicle,white,california, usa,5 hours left,206890.31304
16400,dodge,caravan,2019,clean vehicle,silver,nevada, usa,2 days left,37608.66646
19500,dodge,caravan,2019,clean vehicle,black,pennsylvania, usa,6 days left,14109.08378
15100,dodge,caravan,2019,clean vehicle,white,nevada, usa,2 days left,77761.69946
28500,dodge,durango,2019,clean vehicle,black,pennsylvania, usa,6 days left,24582.6685
15300,dodge,caravan,2019,clean vehicle,white,nevada, usa,2 days left,54437.53484
20300,dodge,challenger,2019,clean vehicle,white,pennsylvania, usa,6 days left,26842.18186
22000,dodge,charger,2019,clean vehicle,gray,pennsylvania, usa,6 days left,42138.95856
16700,dodge,journey,2019,clean vehicle,gray,nevada, usa,2 days left,34122.83602
19300,dodge,challenger,2019,clean vehicle,black,pennsylvania, usa,6 days left,28758.9058
34100,dodge,durango,2019,clean vehicle,gray,michigan, usa,21 hours left,28821.67006
14600,dodge,caravan,2019,clean vehicle,silver,nevada, usa,2 days left,66185.71684
18200,dodge,caravan,2019,clean vehicle,red,pennsylvania, usa,6 days left,22688.47532
33800,dodge,durango,2019,clean vehicle,black,michigan, usa,21 hours left,24144.92802
15900,dodge,journey,2019,clean vehicle,black,nevada, usa,2 days left,46839.8407
16500,dodge,caravan,2019,clean vehicle,black,pennsylvania, usa,6 days left,55995.37596
29600,dodge,durango,2019,clean vehicle,silver,michigan, usa,21 hours left,32241.51756
14100,dodge,caravan,2019,clean vehicle,black,nevada, usa,2 days left,75545.63828
18200,dodge,caravan,2019,clean vehicle,white,pennsylvania, usa,6 days left,23742.59302
18200,dodge,caravan,2019,clean vehicle,black,pennsylvania, usa,6 days left,23108.51306
24300,dodge,charger,2019,clean vehicle,black,michigan, usa,21 hours left,56201.37148
15400,dodge,journey,2019,clean vehicle,white,nevada, usa,2 days left,33706.01696
19000,dodge,journey,2019,clean vehicle,white,pennsylvania, usa,6 days left,15895.45118
19000,dodge,journey,2019,clean vehicle,black,pennsylvania, usa,6 days left,14401.98366
27800,dodge,challenger,2017,clean vehicle,gray,georgia, usa,21 hours left,21930.47618
18200,dodge,journey,2019,clean vehicle,blue,pennsylvania, usa,6 days left,29436.43794
15000,dodge,journey,2018,clean vehicle,white,pennsylvania, usa,6 days left,61201.59086
19200,dodge,caravan,2017,clean vehicle,gray,michigan, usa,21 hours left,52453.21862
15500,dodge,caravan,2018,clean vehicle,red,pennsylvania, usa,6 days left,60112.06768
24900,dodge,challenger,2017,clean vehicle,green,michigan, usa,21 hours left,37063.1002
15500,dodge,journey,2018,clean vehicle,red,pennsylvania, usa,6 days left,49360.06714
18400,dodge,journey,2017,clean vehicle,black,michigan, usa,21 hours left,24183.55218
14700,dodge,caravan,2018,clean vehicle,white,florida, usa,24 hours left,46855.9341
17200,dodge,caravan,2019,clean vehicle,silver,minnesota, usa,14 hours left,56972.24534
18700,dodge,caravan,2019,clean vehicle,red,minnesota, usa,14 hours left,32635.80586
32000,dodge,durango,2019,clean vehicle,red,minnesota, usa,14 hours left,41987.6806
14500,dodge,door,2015,clean vehicle,white,michigan, usa,21 hours left,173686.41016
